,Lead_Id,Name,Gender,City,University,Year_Of_Study,Program_Interested,Source,Converted
282,LD283,Mrs. Sharon Davis,Female,Delhi,Manipal University,3rd,Machine Learning,LinkedIn,No
283,LD284,Jason Walker,Female,Indore,Mumbai University,1st,Machine Learning,Google Form,No
284,LD285,Courtney Ramirez,Female,Indore,Amity University,1st,Machine Learning,Google Form,Yes
285,LD286,David Page,Female,Delhi,Mumbai University,4th,Machine Learning,Whatsapp,No
286,LD287,Patricia Sloan,Male,Ahmedabad,Jawaharlal Nehru Unversity,2nd,Java,LinkedIn,No
287,LD288,Joshua Long,Female,Pune,Jawaharlal Nehru Unversity,1st,Machine Learning,College Collaboration,No
288,LD289,Isaac Jones,Female,Bangalore,Mumbai University,3rd,Machine Learning,Google Form,No
289,LD290,Brian Arellano,Male,Bangalore,Mumbai University,2nd,Electric vehicle,Google Form,Yes
290,LD291,James Wheeler,Male,Surat,Delhi Unversity,2nd,Robotics,College Collaboration,No
291,LD292,Michelle Perry,Male,Hyderabad,Delhi Unversity,3rd,Robotics,Google Form,No
292,LD293,Kyle Marks MD,Male,Pune,Mumbai University,4th,AI,Whatsapp,No
293,LD294,Harold Farrell,Female,Indore,IIT,4th,AI,Mass-Mailing,Yes
294,LD295,Charlene Thomas,Male,Bangalore,Delhi Unversity,1st,Java,Google Form,Yes
295,LD296,Jennifer Brown,Female,Pune,Jawaharlal Nehru Unversity,4th,Machine Learning,Mass-Mailing,No
296,LD297,Benjamin Sanchez,Male,Pune,Mumbai University,4th,Electric vehicle,College Collaboration,Yes
297,LD298,Mariah Brown DDS,Female,Pune,Mumbai University,1st,Electric vehicle,Whatsapp,Yes
298,LD299,Alexandra Hogan,Female,Surat,Gujarat Technological University,2nd,AI,Whatsapp,Yes
299,LD300,Anthony Dennis,Male,Pune,Delhi Unversity,1st,AI,Mass-Mailing,Yes
300,LD301,Erica Benjamin,Male,Mumbai,IIT,3rd,Java,Google Form,Yes
301,LD302,Kevin Norris,Male,Bangalore,Delhi Unversity,1st,Electric vehicle,Whatsapp,Yes
302,LD303,Ashley Smith,Female,Pune,Jawaharlal Nehru Unversity,1st,AI,College Collaboration,Yes
303,LD304,Logan Gilbert,Male,Indore,Manipal University,2nd,Data Science,Instagram,Yes
304,LD305,Paul Callahan,Male,Bangalore,Gujarat Technological University,4th,Data Science,College Collaboration,Yes
305,LD306,Evan Garcia,Male,Hyderabad,Delhi Unversity,3rd,Autocad,Whatsapp,Yes
306,LD307,Peggy Hernandez,Male,Delhi,Gujarat Technological University,4th,Electric vehicle,Whatsapp,No
307,LD308,Karen Williams,Male,Surat,Jawaharlal Nehru Unversity,1st,Data Science,LinkedIn,Yes
308,LD309,Jeffrey George,Male,Ahmedabad,Delhi Unversity,1st,Data Science,Instagram,Yes
309,LD310,Ryan Lewis,Female,Pune,Jain University,1st,Autocad,Mass-Mailing,No
310,LD311,Zachary Brown,Female,Mumbai,Manipal University,2nd,Java,Google Form,Yes
311,LD312,Melissa Roberts,Female,Mumbai,Jawaharlal Nehru Unversity,4th,Robotics,Instagram,No
312,LD313,Jeffrey Mooney,Female,Ahmedabad,Jawaharlal Nehru Unversity,4th,Java,LinkedIn,No
313,LD314,Bailey Yu,Female,Pune,Gujarat Technological University,2nd,Autocad,Mass-Mailing,Yes
314,LD315,Rachel Kim,Male,Bangalore,Delhi Unversity,2nd,AI,Whatsapp,No
315,LD316,Kevin Booker,Female,Hyderabad,Gujarat Technological University,1st,AI,Mass-Mailing,Yes
316,LD317,Eric Greer,Female,Bangalore,Gujarat Technological University,1st,Java,Google Form,No
317,LD318,Michael Maynard,Male,Indore,Manipal University,3rd,AI,Whatsapp,No
318,LD319,Jane Jones,Male,Pune,Jawaharlal Nehru Unversity,2nd,AI,Google Form,No
319,LD320,Scott Dennis MD,Female,Hyderabad,Delhi Unversity,3rd,AI,Google Form,No
320,LD321,Katie Fields,Male,Delhi,Jain University,3rd,AI,Google Form,No
321,LD322,Jonathan Rodriguez,Female,Ahmedabad,Delhi Unversity,2nd,Electric vehicle,Google Form,No
322,LD323,Travis Brown,Female,Delhi,Jain University,2nd,Java,Instagram,No
323,LD324,Crystal Black,Male,Mumbai,Jawaharlal Nehru Unversity,2nd,Machine Learning,LinkedIn,Yes
324,LD325,Jennifer Phillips,Male,Ahmedabad,IIT,1st,Machine Learning,LinkedIn,No
325,LD326,Meagan Hickman,Female,Hyderabad,Jawaharlal Nehru Unversity,1st,Robotics,Whatsapp,Yes
326,LD327,Chelsey Brown,Male,Surat,Jain University,1st,AI,College Collaboration,Yes
327,LD328,Taylor Padilla,Male,Delhi,Mumbai University,1st,Electric vehicle,College Collaboration,Yes
328,LD329,James Livingston DVM,Male,Hyderabad,IIT,1st,Data Science,Instagram,No
329,LD330,Charles Barry,Female,Pune,Delhi Unversity,3rd,Robotics,Instagram,Yes
330,LD331,Michael Gibson,Female,Ahmedabad,IIT,4th,Machine Learning,Whatsapp,Yes
331,LD332,Gregory White,Male,Ahmedabad,Manipal University,1st,Java,Google Form,No
332,LD333,Lindsey Mueller,Female,Delhi,Amity University,1st,Robotics,Mass-Mailing,Yes
333,LD334,Amy Garcia,Female,Ahmedabad,Amity University,3rd,Robotics,Google Form,Yes
334,LD335,Jordan Craig,Male,Surat,Manipal University,1st,Java,Instagram,No
335,LD336,Carla Davenport,Male,Hyderabad,Jawaharlal Nehru Unversity,2nd,Electric vehicle,Instagram,Yes
336,LD337,Timothy Smith,Male,Surat,Amity University,2nd,Robotics,College Collaboration,Yes
337,LD338,Jessica Ortiz,Male,Pune,IIT,1st,Machine Learning,Mass-Mailing,Yes
338,LD339,Jennifer Taylor,Female,Surat,IIT,1st,AI,Whatsapp,No
339,LD340,Brian Irwin,Female,Mumbai,Jawaharlal Nehru Unversity,2nd,Autocad,Whatsapp,Yes
340,LD341,Elizabeth Gomez,Male,Bangalore,Manipal University,2nd,AI,Google Form,No
341,LD342,Julie Browning PhD,Male,Delhi,Mumbai University,3rd,Autocad,Whatsapp,Yes
342,LD343,Dennis Welch,Male,Pune,Amity University,2nd,Machine Learning,Google Form,Yes
343,LD344,Mark Tanner II,Female,Bangalore,Gujarat Technological University,1st,Data Science,College Collaboration,No
344,LD345,Rodney Richardson MD,Male,Surat,IIT,3rd,Electric vehicle,Whatsapp,No
345,LD346,Karen Bolton,Female,Bangalore,IIT,4th,Data Science,Instagram,No
346,LD347,William Raymond,Male,Bangalore,Jain University,2nd,Robotics,LinkedIn,Yes
347,LD348,Abigail Duncan,Male,Ahmedabad,IIT,3rd,Java,Mass-Mailing,Yes
348,LD349,Michele Wade,Female,Mumbai,Amity University,2nd,AI,Mass-Mailing,No
349,LD350,Kimberly Gonzalez,Female,Bangalore,Amity University,3rd,Java,LinkedIn,Yes
350,LD351,Jason Stanley,Female,Surat,Jawaharlal Nehru Unversity,3rd,Machine Learning,Mass-Mailing,No
351,LD352,Angela Chambers,Male,Surat,IIT,1st,Robotics,Google Form,No
352,LD353,Frank Oconnor,Female,Indore,Amity University,3rd,Data Science,Google Form,No
353,LD354,Bethany Gordon,Male,Pune,Jain University,1st,Java,College Collaboration,No
354,LD355,Jennifer Cooper,Female,Ahmedabad,Jain University,1st,AI,LinkedIn,No
355,LD356,Julian Whitaker,Male,Ahmedabad,Amity University,4th,AI,LinkedIn,Yes
356,LD357,Patrick Adams,Female,Mumbai,Jain University,2nd,Machine Learning,Instagram,Yes
357,LD358,Todd Quinn MD,Female,Ahmedabad,Amity University,3rd,AI,LinkedIn,No
358,LD359,April Thompson,Female,Delhi,Amity University,3rd,Data Science,Whatsapp,Yes
359,LD360,Alexandra Smith,Female,Indore,Jawaharlal Nehru Unversity,4th,Autocad,LinkedIn,No
360,LD361,Richard Melton,Female,Bangalore,Gujarat Technological University,4th,Data Science,LinkedIn,No
361,LD362,Ariel Vaughn,Male,Hyderabad,IIT,4th,Machine Learning,Whatsapp,Yes
362,LD363,Katie Miller,Female,Hyderabad,Manipal University,1st,AI,College Collaboration,No
363,LD364,Linda Hill,Female,Surat,Jain University,1st,Machine Learning,Mass-Mailing,No
364,LD365,Pamela Briggs,Female,Ahmedabad,Jawaharlal Nehru Unversity,4th,AI,Mass-Mailing,No
365,LD366,Brooke Black,Female,Mumbai,Delhi Unversity,4th,Electric vehicle,Whatsapp,Yes
366,LD367,Charles Wright,Female,Hyderabad,Gujarat Technological University,1st,Electric vehicle,Whatsapp,No
367,LD368,Jennifer Howell,Male,Mumbai,Gujarat Technological University,4th,Machine Learning,Whatsapp,No
368,LD369,Miranda Turner,Male,Surat,Jain University,1st,Machine Learning,Mass-Mailing,No
369,LD370,Jacqueline Haynes,Male,Hyderabad,Manipal University,4th,Java,Google Form,No
370,LD371,Lisa Adkins,Male,Delhi,Delhi Unversity,1st,AI,Mass-Mailing,No
371,LD372,Jacob Ingram,Male,Hyderabad,Jawaharlal Nehru Unversity,2nd,Machine Learning,LinkedIn,No
372,LD373,Natasha Franco,Male,Delhi,Delhi Unversity,1st,Autocad,Mass-Mailing,Yes
373,LD374,Robert Molina,Female,Indore,Manipal University,1st,Machine Learning,LinkedIn,No
374,LD375,Jacob Green,Female,Surat,Amity University,2nd,Machine Learning,Instagram,Yes
375,LD376,Jim Barker,Male,Indore,Mumbai University,2nd,Robotics,Google Form,No
376,LD377,Patricia Andrade,Female,Bangalore,Manipal University,4th,Electric vehicle,Google Form,Yes
377,LD378,Mrs. Sarah Jones PhD,Male,Ahmedabad,Jawaharlal Nehru Unversity,1st,AI,LinkedIn,Yes
378,LD379,Claire Contreras,Male,Delhi,IIT,2nd,Electric vehicle,Mass-Mailing,No
379,LD380,John Gibson,Male,Hyderabad,Jawaharlal Nehru Unversity,1st,Data Science,Mass-Mailing,No
380,LD381,Amy Hall,Female,Mumbai,Gujarat Technological University,2nd,Machine Learning,College Collaboration,No
381,LD382,Larry Buchanan,Male,Pune,Manipal University,3rd,Robotics,College Collaboration,Yes
382,LD383,Jessica Guzman,Male,Surat,Jain University,4th,Machine Learning,College Collaboration,Yes
383,LD384,Jonathan Watson,Female,Mumbai,Manipal University,4th,Autocad,Google Form,No
384,LD385,Natalie Branch,Female,Bangalore,Mumbai University,2nd,Autocad,Instagram,No
385,LD386,Christopher Carter,Male,Hyderabad,Amity University,2nd,AI,Instagram,No
386,LD387,April Clark,Female,Bangalore,Delhi Unversity,3rd,Robotics,Mass-Mailing,No
387,LD388,Erin Davis,Female,Ahmedabad,Mumbai University,1st,Machine Learning,College Collaboration,Yes
388,LD389,Jennifer Lutz,Female,Ahmedabad,Jawaharlal Nehru Unversity,2nd,Electric vehicle,Mass-Mailing,Yes
389,LD390,Ashley Thomas,Female,Delhi,Jawaharlal Nehru Unversity,2nd,AI,Whatsapp,Yes
390,LD391,Amy Peterson,Female,Hyderabad,IIT,2nd,Autocad,LinkedIn,No
391,LD392,Susan Shaw,Female,Indore,Mumbai University,2nd,Electric vehicle,College Collaboration,No
392,LD393,Marcia Gilbert,Male,Bangalore,Delhi Unversity,3rd,Data Science,College Collaboration,Yes
393,LD394,Miguel Mathews,Male,Surat,Manipal University,3rd,Autocad,LinkedIn,Yes
394,LD395,Sandra Freeman,Male,Delhi,Jawaharlal Nehru Unversity,2nd,AI,Mass-Mailing,Yes
395,LD396,Daniel Parks,Female,Ahmedabad,Jawaharlal Nehru Unversity,3rd,Autocad,LinkedIn,Yes
396,LD397,Rebecca Arnold,Male,Bangalore,Manipal University,3rd,Robotics,Whatsapp,No
397,LD398,Christine Trujillo,Female,Delhi,Mumbai University,1st,AI,Instagram,No
398,LD399,Terry Peters,Female,Indore,Mumbai University,4th,Autocad,LinkedIn,No
399,LD400,Alisha Campbell,Male,Pune,Gujarat Technological University,4th,Java,Mass-Mailing,No
400,LD401,Laura Owens,Male,Pune,IIT,2nd,Data Science,Google Form,No
401,LD402,Amanda Moore,Female,Delhi,Jain University,2nd,AI,Whatsapp,Yes
402,LD403,Amber Saunders,Male,Mumbai,Delhi Unversity,3rd,Autocad,Mass-Mailing,Yes
403,LD404,Jeffrey White,Male,Pune,Manipal University,4th,Machine Learning,LinkedIn,Yes
404,LD405,Kyle Rodriguez,Female,Hyderabad,Jawaharlal Nehru Unversity,4th,Autocad,Instagram,Yes
405,LD406,William May,Female,Ahmedabad,IIT,3rd,AI,Instagram,No
406,LD407,Chase Martin,Female,Mumbai,Gujarat Technological University,3rd,Data Science,Instagram,No
407,LD408,Heather Miller,Male,Indore,Delhi Unversity,1st,Electric vehicle,LinkedIn,Yes
408,LD409,Brittany Bryant,Female,Mumbai,IIT,1st,Electric vehicle,LinkedIn,Yes
409,LD410,Michael Rivera,Female,Mumbai,IIT,2nd,Autocad,Whatsapp,No
410,LD411,Jacob Matthews,Male,Hyderabad,Manipal University,3rd,AI,Whatsapp,Yes
411,LD412,Richard Blankenship,Male,Hyderabad,Manipal University,1st,Electric vehicle,Mass-Mailing,No
412,LD413,Kristen Howard,Male,Bangalore,Amity University,2nd,Java,College Collaboration,Yes
413,LD414,Martha Hernandez,Male,Bangalore,Manipal University,3rd,Machine Learning,Instagram,Yes
414,LD415,Felicia Morris,Female,Surat,Delhi Unversity,2nd,Robotics,LinkedIn,No
415,LD416,Leslie Hall,Male,Ahmedabad,Delhi Unversity,4th,Data Science,Whatsapp,No
416,LD417,Richard Wolf,Male,Bangalore,Gujarat Technological University,1st,AI,Google Form,Yes
417,LD418,Caroline Hicks,Male,Bangalore,Amity University,1st,AI,Google Form,No
418,LD419,Melinda Webb,Male,Surat,Gujarat Technological University,4th,Electric vehicle,College Collaboration,No
419,LD420,Bryan Carroll,Male,Surat,Jawaharlal Nehru Unversity,1st,AI,Instagram,No
420,LD421,Heather Delgado,Female,Delhi,Delhi Unversity,1st,AI,College Collaboration,Yes
421,LD422,Glenn Barnes,Female,Delhi,Jain University,2nd,Data Science,Google Form,No
422,LD423,Jennifer Meza,Female,Pune,Mumbai University,4th,Data Science,Mass-Mailing,No
423,LD424,Andrea Jones,Male,Mumbai,Amity University,4th,Autocad,Mass-Mailing,No
424,LD425,Ashley Hamilton,Male,Delhi,IIT,3rd,Robotics,Whatsapp,Yes
425,LD426,Monica Herman,Female,Hyderabad,Jain University,4th,Robotics,LinkedIn,No
426,LD427,Jennifer Wells,Male,Surat,Delhi Unversity,3rd,Java,Mass-Mailing,Yes
427,LD428,Ryan Delgado,Male,Ahmedabad,Amity University,1st,Data Science,Whatsapp,No
428,LD429,Danielle Martinez,Female,Ahmedabad,Mumbai University,3rd,Electric vehicle,Instagram,Yes
429,LD430,Shawn Hernandez,Male,Ahmedabad,Manipal University,1st,Autocad,LinkedIn,No
430,LD431,Jonathan Garcia,Female,Pune,Gujarat Technological University,4th,Java,Mass-Mailing,No
431,LD432,Tonya Young,Male,Hyderabad,Mumbai University,1st,Data Science,Mass-Mailing,Yes
432,LD433,Jimmy Davis,Male,Indore,Delhi Unversity,4th,Robotics,Google Form,Yes
433,LD434,Harold Gamble DDS,Male,Indore,Jawaharlal Nehru Unversity,1st,Electric vehicle,College Collaboration,Yes
434,LD435,Donna Knapp,Female,Mumbai,Delhi Unversity,2nd,AI,LinkedIn,No
435,LD436,Anthony Smith,Male,Ahmedabad,Jawaharlal Nehru Unversity,2nd,Machine Learning,Instagram,Yes
436,LD437,Jeffrey Lee,Female,Bangalore,Gujarat Technological University,2nd,AI,Whatsapp,No
437,LD438,Seth Roman,Male,Mumbai,Amity University,1st,Java,Instagram,No
438,LD439,Kristen Guerra,Female,Surat,Delhi Unversity,2nd,Data Science,Whatsapp,No
439,LD440,Grant Medina,Female,Mumbai,Mumbai University,1st,Autocad,Google Form,No
440,LD441,William Elliott,Female,Hyderabad,IIT,3rd,Robotics,Google Form,Yes
441,LD442,Destiny Anderson,Female,Mumbai,Amity University,2nd,Electric vehicle,Mass-Mailing,No
442,LD443,Audrey Peterson,Female,Delhi,Manipal University,4th,Autocad,Mass-Mailing,Yes
443,LD444,Randall Sanchez,Male,Surat,Delhi Unversity,3rd,AI,Mass-Mailing,Yes
444,LD445,Linda Cooper,Female,Delhi,Mumbai University,2nd,AI,LinkedIn,Yes
445,LD446,Joseph Johnson,Male,Mumbai,Delhi Unversity,3rd,Machine Learning,College Collaboration,Yes
446,LD447,Mary Evans,Female,Surat,Manipal University,2nd,Java,LinkedIn,No
447,LD448,Angela Williams,Male,Surat,Amity University,1st,AI,Mass-Mailing,Yes
448,LD449,David Stephens,Female,Indore,Manipal University,4th,Data Science,LinkedIn,No
449,LD450,James Kerr,Female,Ahmedabad,Jain University,4th,Java,Whatsapp,No
450,LD451,Raymond Williamson,Male,Indore,IIT,2nd,Java,Instagram,Yes
451,LD452,Christopher Lopez,Female,Hyderabad,Delhi Unversity,2nd,AI,Whatsapp,No
452,LD453,Seth Ryan,Male,Bangalore,Amity University,4th,Machine Learning,College Collaboration,No
453,LD454,Nicole Moreno,Female,Bangalore,IIT,2nd,Robotics,Google Form,Yes
454,LD455,Eric Martin,Female,Mumbai,Manipal University,4th,Autocad,Whatsapp,No
455,LD456,Maxwell Harris,Female,Hyderabad,Jawaharlal Nehru Unversity,2nd,Robotics,LinkedIn,Yes
456,LD457,Patricia Hunt,Female,Mumbai,Jain University,3rd,Robotics,Mass-Mailing,Yes
457,LD458,Alyssa Beasley,Male,Indore,Manipal University,4th,Autocad,Google Form,Yes
458,LD459,Michael Ryan,Male,Pune,Delhi Unversity,4th,Autocad,Instagram,No
459,LD460,Erin Smith,Male,Surat,Gujarat Technological University,2nd,Machine Learning,College Collaboration,Yes
460,LD461,Tiffany Wolfe,Male,Hyderabad,Delhi Unversity,1st,Electric vehicle,Mass-Mailing,No
461,LD462,Kathy French,Female,Bangalore,IIT,3rd,Robotics,Mass-Mailing,No
462,LD463,Keith Cooper,Female,Hyderabad,Manipal University,1st,Electric vehicle,LinkedIn,No
463,LD464,Brandon Hernandez,Male,Indore,Amity University,4th,Data Science,College Collaboration,No
464,LD465,Stephanie Paul,Male,Hyderabad,Manipal University,4th,Java,Whatsapp,No
465,LD466,Miranda King,Female,Delhi,Amity University,1st,Data Science,LinkedIn,Yes
466,LD467,Paul Townsend,Male,Ahmedabad,Jawaharlal Nehru Unversity,3rd,Java,Instagram,Yes
467,LD468,Maurice Lewis,Female,Bangalore,Manipal University,2nd,Electric vehicle,College Collaboration,Yes
468,LD469,Christopher Gutierrez,Male,Hyderabad,Amity University,3rd,Data Science,Whatsapp,Yes
469,LD470,Dana Wilcox,Female,Mumbai,Mumbai University,3rd,Autocad,Google Form,No
470,LD471,Cynthia Ashley,Male,Ahmedabad,Delhi Unversity,2nd,AI,Mass-Mailing,Yes
471,LD472,April Hoffman,Female,Mumbai,Jain University,3rd,AI,Mass-Mailing,Yes
472,LD473,Brendan Fox,Male,Delhi,Mumbai University,3rd,AI,Instagram,Yes
473,LD474,Gregory Garcia,Female,Mumbai,IIT,2nd,Autocad,Google Form,Yes
474,LD475,Nancy Miller,Female,Surat,Mumbai University,3rd,Data Science,LinkedIn,No
475,LD476,David Huang,Female,Surat,Jawaharlal Nehru Unversity,3rd,Data Science,College Collaboration,No
476,LD477,Gail Wallace,Female,Mumbai,Manipal University,2nd,Data Science,College Collaboration,Yes
477,LD478,Robert Kelly,Male,Delhi,Amity University,4th,Electric vehicle,Instagram,No
478,LD479,Mary Schroeder,Male,Indore,Gujarat Technological University,1st,Data Science,College Collaboration,No
479,LD480,Brooke Graves,Female,Pune,Amity University,2nd,Machine Learning,College Collaboration,No
480,LD481,Brianna Jones,Male,Mumbai,Jain University,1st,Autocad,Instagram,No
481,LD482,Jorge Harmon,Male,Surat,IIT,4th,Data Science,Google Form,Yes
482,LD483,Angel Williams,Female,Ahmedabad,Jawaharlal Nehru Unversity,4th,Data Science,Whatsapp,Yes
483,LD484,Tyler Dominguez,Male,Pune,Jain University,1st,Machine Learning,Whatsapp,Yes
484,LD485,Marissa Black,Male,Pune,Gujarat Technological University,1st,Robotics,Instagram,Yes
485,LD486,Lisa White,Female,Surat,Gujarat Technological University,4th,Autocad,Instagram,Yes
486,LD487,Carrie Riley,Male,Delhi,Delhi Unversity,2nd,Robotics,Mass-Mailing,Yes
487,LD488,Karen Thomas,Male,Bangalore,IIT,4th,Java,Mass-Mailing,Yes
488,LD489,Taylor Alexander,Female,Mumbai,Gujarat Technological University,3rd,Electric vehicle,LinkedIn,Yes
489,LD490,Lauren Davis,Female,Ahmedabad,Mumbai University,2nd,Java,Instagram,No
490,LD491,Randall Fritz,Female,Pune,Jawaharlal Nehru Unversity,3rd,Java,College Collaboration,No
491,LD492,David Rodriguez,Male,Indore,IIT,4th,Autocad,College Collaboration,No
492,LD493,Jacqueline Walker,Male,Bangalore,IIT,1st,Robotics,Mass-Mailing,Yes
493,LD494,Kristen Hartman,Male,Pune,Delhi Unversity,2nd,Electric vehicle,Whatsapp,Yes
494,LD495,Christina Underwood,Male,Indore,IIT,2nd,Electric vehicle,Google Form,Yes
495,LD496,Lauren Brown,Female,Indore,Manipal University,1st,Data Science,LinkedIn,Yes
496,LD497,Ronald Mcdowell,Female,Ahmedabad,IIT,1st,Autocad,Whatsapp,No
497,LD498,Brenda Dawson,Male,Ahmedabad,Amity University,1st,Electric vehicle,Google Form,Yes
498,LD499,Erin Bass,Female,Hyderabad,Mumbai University,2nd,Robotics,LinkedIn,Yes
499,LD500,Janet Delacruz,Male,Hyderabad,Jawaharlal Nehru Unversity,3rd,Machine Learning,LinkedIn,Yes
500,LD501,Clayton Cherry,Male,Bangalore,Amity University,3rd,Autocad,Google Form,No
501,LD502,Jennifer Evans,Male,Delhi,Jawaharlal Nehru Unversity,4th,Robotics,Whatsapp,Yes
502,LD503,Cheryl Mcdaniel,Male,Mumbai,Delhi Unversity,2nd,Java,LinkedIn,No
503,LD504,Maria Gonzalez,Male,Surat,Amity University,1st,Machine Learning,LinkedIn,No
504,LD505,David Lam,Female,Delhi,Manipal University,1st,AI,LinkedIn,No
505,LD506,Todd Cooper,Female,Hyderabad,IIT,3rd,Machine Learning,Whatsapp,Yes
506,LD507,Amanda Stewart,Male,Pune,Delhi Unversity,2nd,Robotics,Mass-Mailing,No
507,LD508,Preston Walker,Female,Pune,Jawaharlal Nehru Unversity,4th,Java,Instagram,Yes
508,LD509,Jason Acosta,Male,Pune,Delhi Unversity,1st,Data Science,College Collaboration,Yes
509,LD510,Eric Lewis,Male,Bangalore,Amity University,1st,Autocad,Google Form,Yes
510,LD511,Dr. Jack Gray MD,Male,Ahmedabad,Mumbai University,2nd,Machine Learning,Whatsapp,Yes
511,LD512,Nicholas Martin,Male,Pune,IIT,2nd,Data Science,Instagram,No
512,LD513,Jesse Harper,Male,Pune,Jawaharlal Nehru Unversity,4th,Java,Whatsapp,Yes
513,LD514,Lisa Davis,Female,Ahmedabad,IIT,4th,Data Science,College Collaboration,Yes
